1	2018012700000001	20180127	2018-01-27 14:29:39.610	101	0	10108241439	01	721300		721300	720800	  	0199011013	麻薯	00	610501198801270136	山西省长治市襄垣县610501198801270136	518000		00	100	0	0	720800			  					  	10000001	20180127	0	0	21	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.60.144;192.168.234.1	0	1	1	0			610501198801270136	
2	2018012700000002	20180127	2018-01-27 14:33:26.187	101	0	10108241419	01	721300	000001	721300		  	0010010864	高圆圆	00	110103199001016444	北京市崇文区北京市天安门广场	518000		  	100	100	0	720800			  					  	10000002	20180127	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.60.144;192.168.234.1	0	1	1	0			110103199001016444	
3	2014112800000002	20141128	2014-11-28 09:34:41.503	101		0	01	720800	000001	721300	720800	  	0100016322	周星驰	  	130800196408087235	北京市西城区130800196408087235	518000	86-13080019640	02	456	123	0	720800	0100016325	PPPPPP	  	420381196006067282	北京市西城区420381196006067282	518000	86-14203811960	  	10000001	20141128	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.50.222;192.168.183.1	0	2	1	2			130800196408087235	0
4	2018012700000003	20180127	2018-01-27 14:38:10.767	101	0	10108241418	01	721300	000001	721300	720800	  	0199010843	哈哈哈	00	511621198801230175	北京市西城区511621198801230175	518000		01	100	100	0	720800			  					  	10000003	20180127	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.60.144;192.168.234.1	0	1	1	0			511621198801230175	
5	2018012900000002	20180129	2018-01-29 11:16:12.297	101	0	10108241425	01	721300	000001	721300	720800	  	0199010891	AAAA	00	347402199908269633	ShenZhenNanShanKingdom	518000		01	100	100	0	720800			  					  	10000002	20180129	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.40.39;192.168.147.1	0	1	1	0			347402199908269633	
6	2018012900000001	20180129	2018-01-29 11:11:04.110	101	0	10108241432	01	721300	000001	721300	720800	  	0199010933	AAAA	00	118764193907036893	ShenZhenNanShanKingdom	518000		01	100	100	0	720800			  					  	10000001	20180129	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.60.144;192.168.234.1	0	1	1	0			118764193907036893	
7	2018012900000004	20180129	2018-01-29 15:10:00.547	101	0	10108241430	01	721300	000001	721300	720800	  	0199010977	郭芳芳	00	511621198801230212	北京市崇文区是反反复复	518000		01	100	100	0	720800			  					  	10000004	20180129	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.60.144;192.168.234.1	0	1	1	0			511621198801230212	
8	2018012900000003	20180129	2018-01-29 13:13:21.313	101	1	10108241429	01		000001	721300	720800	  	0899010912	BBBB	10	518500431		518000		00	100	100	0	720800			  					  	10000003	20180129	0	0	0	0	0	0	0	0	0	2507	范道远	2	101	1:192.168.40.39;192.168.147.1	0	1	1	0			518500431	
9	2017011000000001	20170110	2017-01-10 18:11:53.517	101	0	10100563703	01	005900	00001	99899	99899	00	0100022201	GR00001	00	450621197003239106	ADDRESS	518097	15813902211	00	10000	10000	0	005900	0100022201	GR00001	00	450621197003239106	S_ADDRESS	518097	15813902211	W1	10000028	20170110	0	0	0	0	0	0	0	0	0	2507	op_name	2	101	1:172.23.81.1;192.168.40.248	0	0	1	0	0	0	612732199802201740	0
10	2016070700000028	20160912	2016-07-07 18:11:53.517	101		0	01	720800	00002	720800	720800	  	0123312312	wade	00	612732199802201740	linkaddr	323244	15813902211	00	10000	10000	0	720800	0233311231		  					W1	10000028	20160912	0	0	0	0	0	0	0	0	0	2507	op_name	2	101	1:172.23.81.1;192.168.40.248	0	0	1	0			612732199802201740	
