1	201803200000000001	20180320	2018-03-20 06:37:05.860	0	112	0	0	10100582011	51142319871204003X	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
2	201803190000000001	20180319	2018-03-19 06:35:07.627	0	003	0	0	10100581788	单身狗1	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
3	201803170000000002	20180317	2018-03-17 11:04:55.003	0	002	0	706101060	10108248021	核桃夹	101	2507	2	范道远	101	1:192.168.40.144;192.168.234.1	0		30001231
4	201803170000000001	20180317	2018-03-17 10:13:31.900	0	002	0	706101060	10108248019	蔷薇	101	2507	2	范道远	101	1:192.168.40.144;192.168.234.1	0		30001231
5	201803150000000001	20180315	2018-03-15 10:41:17.127	0	108	0	200100207	10108247930	客户姓名要长长常常常常场外无无无	101	2507	2	范道远	101	1:192.168.60.27;192.168.192.1	0		30001231
6	201802010000000005	20180201	2018-02-01 13:56:23.890	0	112	0	200100101	10108241871	12138	101	2507	2	范道远	101	1:192.168.60.17	0		30001231
7	201802010000000004	20180201	2018-02-01 13:56:23.843	0	000	0	200100101	10108241871	12138	101	2507	2	范道远	101	1:192.168.60.17	0		30001231
8	201802010000000003	20180201	2018-02-01 13:55:19.953	0	112	0	200100101	10108241872	12138	101	2507	2	范道远	101	1:192.168.60.17	0		30001231
9	201802010000000002	20180201	2018-02-01 13:55:19.907	0	000	0	200100101	10108241872	12138	101	2507	2	范道远	101	1:192.168.60.17	0		30001231
10	201802010000000001	20180201	2018-02-01 06:39:02.313	0	003	0	0	10100582001	AAAA	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
11	201801310000000013	20180131	2018-01-31 18:20:29.563	0	002	0	351710008	10108241440	AAAA	101	2507	2	范道远	101	1:192.168.60.144;192.168.234.1	0		30001231
12	201801310000000009	20180131	2018-01-31 16:51:01.047	0	002	0	706101060	10108241442	沙琪玛	101	2507	2	范道远	101	1:192.168.60.144;192.168.234.1	0		30001231
13	201801310000000008	20180131	2018-01-31 16:10:41.967	0	002	0	706101060	10108241752	枇杷树	101	2507	2	范道远	101	1:192.168.60.144;192.168.234.1	0		30001231
14	201801310000000007	20180131	2018-01-31 15:59:36.047	0	106	0	200100215	10108241750	AAAA	101	2507	2	范道远	101	1:192.168.60.27;192.168.192.1	0		30001231
15	201801310000000005	20180131	2018-01-31 15:30:08.280	0	002	0	200100133	10108241750	AAAA	101	2507	2	范道远	101	1:192.168.60.27;192.168.192.1	0		30001231
16	201801310000000004	20180131	2018-01-31 15:15:25.127	0	200	0	0	10100581801	AAAA	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
17	201801310000000003	20180131	2018-01-31 11:29:45.360	0	106	0	353000230	10108241742	eeeeee	101	2507	2	范道远	101	1:192.168.60.27;192.168.192.1	0		30001231
18	201801310000000002	20180131	2018-01-31 11:22:21.703	0	200	0	354000001	10108241715	511423198801310038	101	2507	2	范道远	101	1:192.168.60.27;192.168.192.1	0		30001231
19	201801310000000001	20180131	2018-01-31 06:41:28.967	0	003	0	0	10100473132	AAAA	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
20	201801300000000007	20180130	2018-01-30 17:33:48.437	0	002	0	706101060	10108241468	12138	101	2507	2	范道远	101	1:192.168.60.144;192.168.234.1	0		30001231
21	201801300000000006	20180130	2018-01-30 16:00:26.157	0	000	0	0	10100473156	公共1	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
22	201801300000000005	20180130	2018-01-30 13:43:57.797	0	102	0	0	10100371966	AAAA	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		30001231
23	201801300000000004	20180130	2018-02-01 06:39:02.437	2018020100000009	101	1	200100133	10108241476	手指饼	101	2507	2	范道远	101	1:172.23.81.1;192.168.40.248	0		20180729
24	201801300000000003	20180130	2018-01-30 13:18:50.360	0	102	0	200100133	10108241476	手指饼	101	2507	2	范道远	101	1:192.168.60.144;192.168.234.1	0		30001231
