2017122600000035|20171226|2017-12-26 16:24:26.877|101|0|20171226|||190000006624||0||B881118596|||10|1743004359|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000035|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000036|20171226|2017-12-26 16:24:26.877|101|0|20171226|||190000006624||0||0800318701|||10|1743004359|0||||0||21||005900||0100000000|自营沪A|010000||11_21_@|11|2|0|8600000036|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000040|20171226|2017-12-26 16:24:58.267|101|0|20171226|||180000049610||0||0155630650|||00|511701198712260153|0||||0||21||005900||0100000000|自营沪A|010000||11_21_@|11|2|0|8600000040|0|2|0|0|2017122600125218|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000041|20171226|2017-12-26 16:24:58.267|101|0|20171226|||180000049610||0||A001448604|||00|511701198712260153|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000041|0|2|0|0|2017122600125218|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000045|20171226|2017-12-26 16:25:11.157|101|0|20171226|||190000006625||0||B881118601|||10|317650815|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000045|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000046|20171226|2017-12-26 16:25:11.217|101|0|20171226|||190000006625||0||0800318702|||10|317650815|0||||0||21||005900||0100000000|自营沪A|010000||11_21_@|11|2|0|8600000046|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000050|20171226|2017-12-26 16:25:24.610|101|0|20171226|||180000049611||0||A001448612|||00|339457198207077285|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000050|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000052|20171226|2017-12-26 16:25:26.767|101|0|20171226|||180000049611||0||0155630651|||00|339457198207077285|0||||0||21||005900||0100000000|自营沪A|010000||11_21_@|11|2|0|8600000052|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000055|20171226|2017-12-26 16:25:36.483|101|0|20171226|||190000006626||0||B881118619|||10|834422234|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000055|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000056|20171226|2017-12-26 16:25:36.483|101|0|20171226|||190000006626||0||0800318703|||10|834422234|0||||0||21||005900||0100000000|自营沪A|010000||11_21_@|11|2|0|8600000056|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000060|20171226|2017-12-26 16:25:48.593|101|0|20171226|||180000049612||0||A001448620|||00|867776199611283867|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000060|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000061|20171226|2017-12-26 16:25:48.627|101|0|20171226|||180000049612||0||0155630652|||00|867776199611283867|0||||0||21||005900||0100000000|自营沪A|010000||11_21_@|11|2|0|8600000061|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
2017122600000065|20171226|2017-12-26 16:26:00.780|101|0|20171226|||180000049613||0||A001448638|||00|611436198310105537|0||||0||11||||0100000000|自营沪A|010000||11_11_@|11|2|0|8600000065|0|2|0|0|0|2507|范道远|2|101|N|0|0|0|0||0000|处理成功|01|||||||
