1	10100472918	101	  	0		ZZ12111111		200	3	2017062300000059	20991231	20170623	13	AAAA
2	10100472918	101	  	0	159001	159001	99	200	0	2017062300000061	20991231	20170623	13	AAAA
3	10100472910	101	J 	1	202001			000	2	2017062600000136	20991231	20170626	3	AAAA
4	10100472920	101	J 	3	000001			300	0	2017062300000058	20991231	20170623	3	年长者
5	10100472909	101	J 	5	050004			000	1	2017070300000044	20991231	20170703	3	LALALA
6	10100473030	101	J 	1	202001			005	0	2017070300000007	20991231	20170703	3	姜个人0627
7	10100472909	101	J 	3	000001			000	1	2017062600000135	20991231	20170626	3	LALALA
8	10100472909	101	J 	1	000022			000	2	2017062600000134	20991231	20170626	3	LALALA
9	10100473040	101	J 	1	000022			003	3	2017062700000055	20991231	20170627	3	AAAA
10	10100472905	101	J 	1	000022			003	0	2017070200000031	20991231	20170702	3	糖糖
11	10100472899	101	J 	1	202001			004	1	2017062700000131	20991231	20170627	3	姜个人0623
12	10100472893	101	  	0	100001	ZXLC100001	0G02T000	000	0	2017070200000032	20991231	20170702	13	安徽
13	10100472893	101	J 	1	000022			004	1	2017062700000124	20991231	20170627	3	安徽
14	10100472895	101	  	0	100001	ZXLC100001	0G02T000	002	0	2017062700000125	20991231	20170627	13	个人
15	10100472895	101	J 	1	000022			003	0	2017062600000151	20991231	20170626	3	个人
16	10100472919	101	  	0	TTTT3333			200	3	2017062300000060	20991231	20170623	13	BBBB
17	10100472912	101	J 	5	050004			300	0	2017062300000091	20991231	20170623	3	姜机构0623
18	10100472912	101	  	0	24001	24001	99	000	3	2017062300000090	20991231	20170623	13	姜机构0623
19	10100472912	101	  	0	159001	159001	99	200	1	2017062300000086	20991231	20170623	13	姜机构0623
20	10100473012	101	  	0	100001	ZXLC100001	0G02T000	004	3	2017062700000080	20991231	20170627	13	壁虎
21	10100473033	101	  	0	100002	ZXLC100002	0G02T000	002	1	2017063000000073	20991231	20170630	13	姜个人0627
22	10100473033	101	  	0	100001	ZXLC100001	0G02T000	006	0	2017070300000015	20991231	20170703	13	姜个人0627
23	10100472386	101	J 	3	000001			005	0	2017062700000144	20991231	20170627	3	玻璃
24	10100472370	101	J 	3	000001			300	1	2017061700000012	20991231	20170617	3	Test-GR
25	10100472015	101	J 	1	000022			300	0	2017051600000042	20991231	20170516	3	预约2
26	10100472398	101	  	0		123456		107	2	2017062700000041	20991231	20170627	13	机构1111
27	10100472398	101	  	0	111111			200	1	2017062700000040	20991231	20170627	13	机构1111
28	10100472398	101	  	0	123123			006	1	2017062700000036	20991231	20170627	13	机构1111
29	10100472398	101	  	0	123123			004	1	2017062700000029	20991231	20170627	13	机构1111
30	10100472398	101	  	0		123123		006	1	2017062700000026	20991231	20170627	13	机构1111
31	10100472890	101	  	0		1231231		002	1	2017062700000135	20991231	20170627	13	姜个人0623
32	10100472890	101	J 	1	000022			003	0	2017062700000134	20991231	20170627	3	姜个人0623
33	10100472403	101	J 	1	000022			000	3	2017070200000084	20991231	20170702	3	BBBB
34	10100473050	101	J 	1	000022			000	0	2017070200000094	20991231	20170702	3	AAAA
35	10100472398	101	  	0	123456			005	1	2017062700000042	20991231	20170627	13	机构1111
36	10100473068	101	J 	3	000001			002	0	2017063000000072	20991231	20170630	3	姜产品111
37	10100473088	101	  	0	100002	ZXLC100002	0G02T000	000	0	2017070200000095	20991231	20170702	13	葫芦
38	10100473091	101	  	0	100003	ZXLC100003	0G02T000	002	1	2017063000000075	20991231	20170630	13	斑马
39	10100473091	101	  	0	100002	ZXLC100002	0G02T000	000	1	2017070200000024	20991231	20170702	13	斑马
40	10100473096	101	J 	1	000022			000	1	2017070200000025	20991231	20170702	3	杏仁
41	10100473126	101	  	0		Z123321		004	1	2017063000000002	20991231	20170630	13	AAAA
42	10100472231	101	  	0	smsd-tes	18704	99	200	1	2017061700000006	20991231	20170617	13	QQQQQQ2
43	10100472903	101	  	0		12312		107	1	2017062700000139	20991231	20170627	13	tatata
44	10100472903	101	  	0	1231234			006	1	2017062700000136	20991231	20170627	13	tatata
45	10100472900	101	J 	3	000001			004	1	2017062700000133	20991231	20170627	3	姜个人0623
46	10100472900	101	  	0	100001	ZXLC100001	0G02T000	002	0	2017062700000132	20991231	20170627	13	姜个人0623
47	10100472380	101	  	0	159001	159001	99	300	0	2017061700000014	20991231	20170617	13	111111111
48	10100472892	101	  	0	100002	ZXLC100002	0G02T000	003	3	2017070200000087	20991231	20170702	13	热气球
49	10100472892	101	J 	1	202001			000	1	2017062600000120	20991231	20170626	3	热气球
50	10100472562	101	  	0	100001	ZXLC100001	0G02T000	004	0	2017062700000145	20991231	20170627	13	AAAA
51	10100371963	101	  	0	100004	ZXLC100004	0G02T000	003	3	2017042800000173	20991231	20170428	13	AAAA
52	10100371963	101	  	0	100003	ZXLC100003	0G02T000	103	3	2017042800000164	20991231	20170428	13	AAAA
53	10100371963	101	  	0	100001	ZXLC100001	0G02T000	200	3	2017042800000123	20991231	20170428	13	AAAA
54	10100473205	101	J 	3	000001			000	0	2017070300000097	20991231	20170703	3	姜个人0703
55	10100473208	101	J 	3	000001			000	1	2017070300000115	20991231	20170703	3	姜个人0703
56	10100473208	101	J 	1	000022			000	1	2017070300000118	20991231	20170703	3	姜个人0703
